artobject_id,db_title,youtube_title,old_video_id,old_url,new_video_id,new_url,new_title,action
1726,"011b / BEZARVA, Moscow","011b BEZARVA, Moscow - Russian / Hungarian sub",FnlKDiLSmA0,https://www.youtube.com/watch?v=FnlKDiLSmA0,TcydrlVFmRs,https://www.youtube.com/watch?v=TcydrlVFmRs,"011b BEZARVA, Moscow - Russian / Hungarian sub (Enhanced 4K)",REPLACE
1720,052ac ITZHAK FREY - Gedanken zum Antisemitismus in der Schweiz,052ac ITZHAK FREY / Gedanken zum Antisemitismus in der Schweiz - D,1OGG_98oRqY,https://www.youtube.com/watch?v=1OGG_98oRqY,HKvHtCek8Ic,https://www.youtube.com/watch?v=HKvHtCek8Ic,052ac ITZHAK FREY / Gedanken zum Antisemitismus in der Schweiz - D (Enhanced 4K),REPLACE
1764,"093 Karpfen and Mirage / Vinnytsia, Ukraine","093 / Karpfen and Mirage, Winniza, Ukraine",HcWVqIwrBE4,https://www.youtube.com/watch?v=HcWVqIwrBE4,x-HQL07mzVA,https://www.youtube.com/watch?v=x-HQL07mzVA,"093 / Karpfen and Mirage, Winniza, Ukraine (Enhanced 4K)",REPLACE
1740,083g / DPRK / How Do You Do?,How do you do in DPRK?,td5h1Gcx0gg,https://www.youtube.com/watch?v=td5h1Gcx0gg,EUl60qxR980,https://www.youtube.com/watch?v=EUl60qxR980,How do you do in DPRK? (Enhanced 4K),REPLACE
1741,083h / DPRK / Swiss Yodeling over Pyongyang,DPRK / Swiss Yodeling over Pyongyang,4sgXo0I4uTI,https://www.youtube.com/watch?v=4sgXo0I4uTI,u0JhthQKRhY,https://www.youtube.com/watch?v=u0JhthQKRhY,DPRK / Swiss Yodeling over Pyongyang (Enhanced 4K),REPLACE
1742,083i / DPRK / Overland from Panmunjon to Pyongyang,DPRK / Overland from Panmunjon to Pyongyang,PVSGvKb2pzU,https://www.youtube.com/watch?v=PVSGvKb2pzU,M_DZeS67Wy8,https://www.youtube.com/watch?v=M_DZeS67Wy8,DPRK / Overland from Panmunjon to Pyongyang (Enhanced 4K),REPLACE
1746,086b / 50 TONS of wild LIFE / Kenya,085a / 50 tons of wild life - Kenya,AjiFJbsRYyg,https://www.youtube.com/watch?v=AjiFJbsRYyg,IQd5tL7N6Lc,https://www.youtube.com/watch?v=IQd5tL7N6Lc,085a / 50 tons of wild life - Kenya (Enhanced 4K),REPLACE
1743,013a / PIG OPERA,PIG OPERA,PPCRMgkcBFc,https://www.youtube.com/watch?v=PPCRMgkcBFc,SiQM_y9ALB0,https://www.youtube.com/watch?v=SiQM_y9ALB0,PIG OPERA (Enhanced 4K),REPLACE
1744,077aa / Hairdresser in Georgia,Hairdresser in Georgia,kIIFdZrQuTQ,https://www.youtube.com/watch?v=kIIFdZrQuTQ,0DD5phUDsuo,https://www.youtube.com/watch?v=0DD5phUDsuo,Hairdresser in Georgia (Enhanced 4K),REPLACE
1745,086a/ DEER VISION / Kenya,085 DEER VISION - Kenya,EywN1gXXrAQ,https://www.youtube.com/watch?v=EywN1gXXrAQ,KYXcpSVkhJ4,https://www.youtube.com/watch?v=KYXcpSVkhJ4,085 DEER VISION - Kenya (Enhanced 4K),REPLACE
1846,"102 /  Suchen, Schnüffeln, Scharren... Zupacken","Suchen, Schnüffeln, Scharren... Zupacken",-wKR0jcUVMU,https://www.youtube.com/watch?v=-wKR0jcUVMU,luqPei_dY7M,https://www.youtube.com/watch?v=luqPei_dY7M,"Suchen, Schnüffeln, Scharren... Zupacken (Enhanced 4K)",REPLACE
1751,086c / Baboons out of Kenya,86c / Baboons out of Kenya,Oy6C9xa-IkQ,https://www.youtube.com/watch?v=Oy6C9xa-IkQ,rqZoxtXql9E,https://www.youtube.com/watch?v=rqZoxtXql9E,86c / Baboons out of Kenya (Enhanced 4K),REPLACE
1754,088 / MAIDAN - Ukraine,"088 / Ukraine's Maidan, Kyiv",uew-t12ZP5Q,https://www.youtube.com/watch?v=uew-t12ZP5Q,3Bv5VXtuPiI,https://www.youtube.com/watch?v=3Bv5VXtuPiI,"088 / Ukraine&#39;s Maidan, Kyiv (Enhanced 4K)",REPLACE
1757,"089 / Sberbank Rossii, Kiev, Ukraine",089 / Sberbank Kyiv,gJe-iNomJLk,https://www.youtube.com/watch?v=gJe-iNomJLk,ZP4QMd557z0,https://www.youtube.com/watch?v=ZP4QMd557z0,089 / Sberbank Kyiv (Enhanced 4K),REPLACE
1853,097 / TIBET – Rongbuk Monastery,TIBET / Rongbuk Monastery,otseQlbkGRE,https://www.youtube.com/watch?v=otseQlbkGRE,hNBwopvpdIg,https://www.youtube.com/watch?v=hNBwopvpdIg,TIBET / Rongbuk Monastery (Enhanced 4K),REPLACE
1856,100 TIBET / LHASA Sera Monastery – Debating Monks,TIBET / Sera Monastery –  Debating Monks,FPuC6oD03Ic,https://www.youtube.com/watch?v=FPuC6oD03Ic,P8Y5qHfGCDo,https://www.youtube.com/watch?v=P8Y5qHfGCDo,TIBET / Sera Monastery –  Debating Monks (Enhanced 4K),REPLACE
1860,"107 / Museum - MACH aus dem VERGANGENEN, was Du KANNST","MACH aus dem VERGANGENEN, was Du KANNST",k3nEp6-h5ZA,https://www.youtube.com/watch?v=k3nEp6-h5ZA,-XEgYOQkIos,https://www.youtube.com/watch?v=-XEgYOQkIos,"MACH aus dem VERGANGENEN, was Du KANNST (Enhanced 4K)",REPLACE
1861,108 / FLY over KAMCHATKA,Fly over Kamchatka,6L-z22_WnvA,https://www.youtube.com/watch?v=6L-z22_WnvA,c-rqUkjdxk0,https://www.youtube.com/watch?v=c-rqUkjdxk0,Fly over Kamchatka (Enhanced 4K),REPLACE
1927,109 / Visual Thinking - inner landscapes - out of a black whole,Visual Thinking - inner landscapes - out of a black whole,M7pLqiSxJ8c,https://www.youtube.com/watch?v=M7pLqiSxJ8c,k6dRt2wPuhQ,https://www.youtube.com/watch?v=k6dRt2wPuhQ,Visual Thinking - inner landscapes - out of a black whole (Enhanced 4K),REPLACE
1931,112 / Museum Da Vaz - Santa Maria,Museum Da Vaz Februar 2024 Santa Maria,UrwKbdcn5DY,https://www.youtube.com/watch?v=UrwKbdcn5DY,kHsGxlyoA5k,https://www.youtube.com/watch?v=kHsGxlyoA5k,Museum Da Vaz Februar 2024 Santa Maria (Enhanced 4K),REPLACE
1932,113 / PICK and PEN,Pick and Pen,d6ph7n4k35Y,https://www.youtube.com/watch?v=d6ph7n4k35Y,_j7GCIgrCIU,https://www.youtube.com/watch?v=_j7GCIgrCIU,PICK AND PEN (Enhanced 4K),REPLACE
